Shops,ATMs,Downtown,Weekday,Center,High,Withdraw
10.07,10,1,1,0,0,70.8327879
1.01,4,0,1,0,0,14.44974873
9.94,8,1,1,0,0,70.91760921
10.25,8,1,1,0,0,74.71149558
9.86,10,1,1,0,1,68.76376131
9.8,8,1,1,0,0,69.0676987
10.25,12,1,1,0,0,69.6346947
9.95,12,1,1,0,0,67.61894511
10.1,6,1,1,0,0,73.7945866
9.97,11,1,1,0,0,67.83220714
9.87,12,1,1,0,0,65.98239123
0.98,2,0,0,0,0,17.28167401
9.93,9,1,1,1,0,72.26589232
9.82,11,1,1,0,0,66.53898461
9.78,10,1,0,0,0,68.55410014
10.05,13,1,0,0,1,69.25015202
9.88,11,1,0,0,0,68.58625409
10.17,12,1,1,0,1,70.31919222
9.82,11,1,1,0,0,65.71493579
9.9,11,1,0,0,0,70.06239284
9.74,5,1,1,0,0,70.44554464
9.98,10,1,1,0,1,69.5565239
9.67,14,1,1,0,0,60.63432443
10.12,7,1,1,0,1,74.77581079
9.68,7,1,1,0,0,67.3468553
10.13,7,1,0,0,0,75.46189681
9.98,9,1,1,0,0,69.20218789
9.8,8,1,1,0,1,70.36059125
9.72,12,1,0,0,0,65.28120693
0.95,5,0,0,0,0,15.9143121
0.93,2,0,1,0,0,16.52376907
9.98,12,1,1,0,0,66.55356482
9.57,7,1,1,0,1,67.14150972
1.01,3,0,0,0,0,17.75886803
10.06,7,1,1,0,1,73.43605111
10.05,9,1,0,0,0,72.25657896
9.96,9,1,1,0,0,69.85185089
9.79,12,1,1,0,0,64.64770115
1.01,2,0,0,0,1,20.63133048
10.11,11,1,0,0,0,70.9914654
10.12,9,1,1,0,0,71.32568966
0.97,4,0,0,0,0,17.0236771
10.12,10,1,1,1,0,72.9171716
0.92,2,0,1,0,0,15.76755485
9.94,11,1,1,0,0,67.17028611
10.13,12,1,0,0,0,70.24301368
9.77,8,1,1,0,0,68.43798759
0.93,2,0,0,0,1,18.52418476
1.02,2,0,1,0,0,16.70192613
9.74,11,1,1,0,1,65.77475519
10.05,9,1,1,0,1,71.95094679
10.18,10,1,1,0,1,72.43716582
9.88,9,1,1,0,0,69.51119675
0.95,4,0,1,0,1,15.43157758
10.08,11,1,1,0,0,69.51720047
1.08,2,0,1,0,0,16.78711433
9.83,11,1,1,0,0,66.72131919
10.2,8,1,0,0,0,74.86343028
0.93,3,0,1,0,0,15.91204563
10.09,11,1,1,0,0,69.04583266
10.19,13,1,1,0,0,67.76147038
9.71,8,1,1,0,1,69.12874493
10.2,9,1,1,0,0,71.79237009
1,4,0,1,0,0,13.42804892
9.7,9,1,1,0,0,66.73685292
0.96,3,0,1,0,0,14.9547301
0.95,2,0,0,0,0,19.09159292
1.06,3,0,1,0,1,16.72480865
10.34,13,1,1,0,0,69.85121914
10.29,12,1,1,0,1,71.9486535
1.04,1,0,1,0,1,18.37618535
10.32,10,1,0,0,1,75.04756954
10.13,8,1,0,0,0,74.50422045
9.63,10,1,1,0,0,64.91001414
9.82,14,1,0,0,1,65.22023447
10.09,10,1,1,0,1,70.32124697
0.97,3,0,0,1,1,23.35384944
1.01,3,0,1,0,0,14.86256904
9.84,7,1,1,1,1,73.86147893
1,1,0,1,0,0,16.49603307
1.01,3,0,1,0,0,14.99414154
9.96,12,1,1,0,0,66.94714941
10.23,9,1,1,0,1,72.82778015
10.28,14,1,1,1,0,71.81775098
0.99,2,0,0,0,0,18.78403493
10.04,10,1,1,0,0,69.903082
9.75,14,1,1,1,0,65.7749495
1.04,2,0,0,0,0,17.50240125
10.1,8,1,0,0,1,75.32762455
10.06,7,1,1,0,0,73.09594781
10.24,9,1,1,0,0,72.76127793
10.22,10,1,1,0,0,71.39626691
0.99,2,0,1,0,1,17.20649459
1.07,3,0,1,0,1,17.12648831
0.98,1,0,1,0,1,18.65524163
10.26,10,1,0,0,0,73.99657841
9.76,8,1,1,0,0,68.44817887
1.11,2,0,0,0,0,18.17903818
1.03,5,0,1,0,0,13.40710843
10.03,11,1,1,0,0,69.18527319
1.08,4,0,0,0,0,17.38472847
10.35,12,1,1,0,0,70.291353
0.94,2,0,1,0,0,15.79212802
9.98,6,1,1,0,0,72.74760971
10.28,9,1,1,0,1,74.01476681
10.22,11,1,1,0,0,70.85947468
9.57,7,1,1,0,0,66.54881448
10.24,9,1,0,0,0,74.58660667
10.18,6,1,0,1,1,100.7000631
10.48,7,1,1,0,0,76.85480625
9.79,12,1,1,0,1,65.47695369
10.03,9,1,0,0,0,72.78235953
9.97,9,1,1,0,1,70.16301132
1.04,2,0,1,0,1,18.26528704
1.02,2,0,1,0,0,15.91361939
9.74,10,1,1,0,0,66.95710701
10.2,9,1,1,0,1,72.84149396
9.98,11,1,1,0,0,67.48726015
10.03,7,1,1,0,0,72.71700152
10.28,10,1,1,1,0,75.09575998
1.02,3,0,0,0,0,17.87493393
0.95,3,0,1,0,0,15.60051904
1.03,3,0,0,0,1,18.86889701
9.99,8,1,1,0,0,70.66564848
9.9,11,1,1,0,0,67.58205074
10.25,7,1,1,0,1,76.23919825
10.47,9,1,0,0,1,78.48005719
0.97,2,0,0,1,1,24.34791712
10.22,9,1,1,0,1,73.42884719
9.69,11,1,1,0,0,64.67999031
0.97,2,0,1,0,0,17.20284289
9.55,9,1,0,0,0,66.61337072
1,3,0,0,1,0,23.19579949
10.25,11,1,0,0,0,71.8104676
0.99,3,0,1,0,1,16.23735061
9.96,10,1,1,0,0,68.99898362
10.3,11,1,0,0,0,73.16476872
10.1,9,1,1,0,1,71.83172896
9.79,11,1,0,0,0,67.81780364
10,10,1,0,0,0,70.67284505
10.16,14,1,0,0,0,68.79848723
10.13,12,1,0,1,0,93.26087314
0.98,3,0,1,0,0,16.4443622
10,10,1,1,0,0,68.98678474
10.21,11,1,1,0,0,69.76459713
10.15,11,1,1,0,0,69.52698897
10.14,12,1,1,0,0,68.67204533
10.43,8,1,1,0,0,75.43709365
9.89,13,1,1,0,0,64.15700144
9.92,7,1,1,0,0,70.89205791
1.01,4,0,0,0,1,17.3649419
0.98,3,0,1,0,0,14.92843217
9.93,11,1,0,0,0,69.75002673
9.98,8,1,1,0,0,70.56140786
10.34,11,1,0,0,0,72.78489836
10.24,9,1,1,0,0,72.27168105
9.91,6,1,1,0,0,72.46498002
10,8,1,1,0,1,72.18497864
1.05,6,0,1,0,0,12.82031161
1.02,5,0,1,0,0,13.84829375
10.23,10,1,1,0,0,71.42976401
9.94,10,1,1,0,0,67.48724632
10.12,10,1,1,0,0,70.4623966
1.07,5,0,1,0,0,12.96185234
9.87,9,1,1,0,1,69.59189187
10.18,8,1,1,1,1,76.83188928
10.25,14,1,1,0,0,67.25172882
10.24,9,1,0,0,0,74.77985569
10.08,10,1,1,1,0,73.39093932
0.97,4,0,0,0,0,16.23216153
1.02,3,0,1,0,1,16.33562954
9.67,10,1,1,0,1,66.2223014
9.73,9,1,1,0,1,68.54493928
10.18,13,1,1,0,1,69.19014758
1,3,0,1,0,0,16.15074426
9.75,12,1,1,0,0,64.59996046
9.85,9,1,1,0,0,68.60116693
1.02,4,0,0,0,0,16.94048586
1,3,0,1,0,0,14.86794956
10.16,9,1,1,0,1,72.57301165
10.22,7,1,1,0,0,74.45988257
9.81,10,1,1,0,1,68.03642798
0.98,3,0,1,0,0,16.01235735
1.02,4,0,1,0,0,14.13709751
10.04,8,1,0,0,0,73.48470899
10.17,10,1,0,0,0,73.04957862
0.95,4,0,1,1,0,18.04686497
10.06,11,1,1,1,0,71.60502988
9.98,9,1,1,0,0,69.95368751
0.97,4,0,0,0,1,16.65428616
9.82,6,1,1,0,0,71.09740803
1.08,3,0,0,0,0,18.307093
1.01,3,0,1,0,1,16.28078965
9.99,8,1,1,0,0,71.27335723
10.16,12,1,1,0,0,68.30622683
9.7,9,1,0,0,0,69.12313901
9.96,10,1,1,0,0,69.35875704
10.34,10,1,1,0,0,72.52048693
9.71,11,1,0,0,0,66.73771227
10.12,13,1,1,0,0,66.98186785
9.81,10,1,1,0,1,68.23296869
9.71,12,1,1,0,0,64.06249634
9.85,12,1,1,0,1,66.09381634
0.94,3,0,0,0,0,16.67686018
10.02,10,1,1,0,0,69.16493534
9.88,11,1,0,0,1,69.18875343
0.95,1,0,1,0,0,16.18617805
1.06,4,0,1,0,0,13.62153068
1,3,0,1,0,1,16.22886211
9.8,11,1,1,0,1,66.7865901
1.03,3,0,1,1,0,18.76399877
9.92,9,1,1,0,0,68.70840022
10.13,10,1,1,0,1,71.52589028
1.02,3,0,1,0,0,15.54582226
9.57,10,1,0,0,0,67.22871138
1.08,2,0,1,1,0,19.98502708
10.06,11,1,1,0,0,68.73806082
9.75,9,1,0,0,0,69.04008889
1.03,3,0,1,0,0,15.65019207
9.9,9,1,1,0,1,69.93259163
9.77,8,1,0,0,1,72.54884568
9.93,10,1,0,0,0,70.13167394
1.01,4,0,0,0,1,17.22483792
9.93,10,1,0,0,0,69.70602708
9.95,12,1,1,0,0,65.86508664
0.92,5,0,1,0,0,14.04404442
1.03,3,0,1,0,0,15.29702787
9.94,9,1,0,0,0,71.46739075
9.83,13,1,0,0,0,66.72979613
1.04,3,0,0,1,1,23.47194334
10.06,10,1,1,0,0,69.51464701
9.86,10,1,1,0,1,68.18764159
9.89,9,1,1,0,0,69.30232753
9.92,9,1,0,0,0,70.66138916
10.3,8,1,1,0,0,74.37964488
1.02,4,0,1,0,0,14.44306509
9.78,11,1,1,0,0,64.94970153
9.93,10,1,0,0,1,71.14498763
9.8,9,1,1,0,0,67.06839194
10.25,8,1,1,0,0,73.40105691
10.24,12,1,0,0,1,71.93933612
10.12,14,1,1,1,0,68.63472313
1.02,3,0,1,0,0,16.26578458
9.77,9,1,0,0,0,68.98282771
10.26,11,1,1,0,0,70.84010357
10.13,9,1,0,0,0,73.86559445
10.21,7,1,1,0,0,74.26226824
10.22,9,1,0,0,0,74.81056843
9.77,10,1,0,0,0,68.87045189
1.01,3,0,1,0,0,15.66247848
10.2,9,1,1,0,1,73.72407651
9.94,8,1,1,0,1,71.53145403
9.9,12,1,1,0,1,66.79089589
0.96,3,0,1,0,1,16.3404778
9.89,11,1,1,0,1,67.05432668
9.91,10,1,1,0,0,68.06505181
1.03,2,0,1,0,1,16.93293765
0.89,3,0,1,0,1,16.28095598
10.34,7,1,0,0,0,78.52033305
10.33,13,1,1,0,0,69.81971709
10.09,7,1,1,1,1,76.99966939
9.83,10,1,1,0,1,68.21978216
9.63,9,1,1,0,0,66.35518819
9.6,12,1,0,0,1,66.24487705
10.41,11,1,1,0,0,71.6632524
0.99,3,0,1,0,1,16.94738904
10.09,8,1,1,0,1,72.94585591
0.98,3,0,0,0,0,17.7849809
10.07,10,1,1,0,0,69.74624042
10.31,9,1,0,0,0,75.72819363
0.97,2,0,0,0,1,19.44566695
9.99,7,1,1,0,0,71.71181351
9.58,10,1,1,0,0,64.28204256
10.22,8,1,1,0,1,74.81322058
0.98,5,0,1,0,0,13.29773725
0.97,5,0,1,0,0,13.23254143
10.66,9,1,1,0,0,77.66685009
10.24,11,1,1,0,1,72.32943283
10.03,9,1,1,0,0,69.99690259
1.03,3,0,0,0,0,17.12747462
0.94,3,0,1,1,0,19.82465221
9.91,9,1,1,0,0,69.74589352
10.18,10,1,0,0,0,72.42180689
10.3,8,1,1,0,0,75.0254301
9.88,10,1,1,0,0,67.4332566
10.03,9,1,0,0,1,72.39997795
9.91,5,1,0,0,0,74.99697592
10.08,10,1,1,0,0,69.06728331
9.97,12,1,1,0,1,67.11667158
0.93,3,0,1,1,0,19.34282818
10.09,11,1,1,0,0,68.94511566
9.88,11,1,0,0,1,69.49892204
10.28,9,1,1,0,1,74.37017399
0.96,5,0,1,0,0,13.15041779
9.9,7,1,1,0,0,70.60425885
9.98,11,1,1,0,1,68.19118743
9.73,10,1,0,0,0,68.41469062
10.26,8,1,0,0,0,76.59999426
9.76,9,1,1,0,0,67.76124875
1.01,3,0,1,0,0,13.8005569
10.33,9,1,0,0,0,75.92509313
9.67,12,1,0,0,0,64.87838407
9.75,10,1,1,0,0,66.26973902
1.07,2,0,0,0,0,17.93758998
10.01,10,1,1,0,1,69.59397312
9.96,9,1,1,0,1,70.12593195
1.01,2,0,0,0,0,18.32214317
10.1,11,1,0,0,1,72.59695678
0.99,4,0,1,0,0,13.55521778
1,2,0,1,0,1,17.21397559
10,9,1,1,0,1,71.00772673
10.03,9,1,0,0,0,71.48717396
10.14,9,1,1,0,1,72.36732572
9.92,10,1,0,1,0,93.39014021
9.97,12,1,1,0,0,66.50531204
10.16,10,1,1,0,0,70.41934869
10.11,14,1,1,0,0,66.48355946
9.83,5,1,1,0,0,71.9890254
9.95,12,1,1,0,0,65.97708179
9.68,10,1,1,0,0,65.22055206
9.77,11,1,1,0,0,65.01032217
10.06,12,1,1,0,0,68.23307042
10.09,10,1,1,0,0,70.38427066
10.04,6,1,1,0,1,74.39146611
1,2,0,1,1,0,20.38298508
10.1,10,1,1,0,0,71.10412966
0.98,2,0,0,0,0,18.58447852
0.98,1,0,1,0,0,17.18369433
9.91,11,1,0,0,0,68.76239893
0.95,3,0,1,0,0,16.05257988
10.45,8,1,0,0,0,78.17215706
10.06,14,1,1,0,0,65.33041703
0.92,1,0,1,0,0,16.9098585
10.03,8,1,1,1,0,74.12080553
9.72,14,1,1,0,0,62.17352243
10.16,8,1,1,0,0,73.42178184
0.99,4,0,1,0,0,14.26323898
9.7,13,1,1,0,0,64.22144497
10.08,11,1,0,0,0,70.06197712
10.2,5,1,0,1,0,100.7653918
1.07,4,0,1,0,1,15.04087907
0.99,2,0,1,1,0,19.31145271
1.04,2,0,1,0,1,17.94602467
1.01,5,0,0,0,0,14.73098763
9.81,11,1,0,0,0,67.72313599
10.17,10,1,1,0,0,71.72691301
1.07,4,0,1,0,0,15.01988073
9.79,8,1,0,0,0,69.9394991
10.19,10,1,1,0,0,71.22214652
1,4,0,1,0,0,15.21550576
1.01,4,0,1,0,1,15.46542649
10.12,12,1,0,0,0,70.36730303
9.86,11,1,0,0,0,69.44682304
0.95,4,0,1,1,0,17.2988255
10.27,9,1,1,0,0,73.80553571
9.77,8,1,0,0,0,71.21130172
10,11,1,1,1,0,71.47082058
0.98,3,0,0,1,1,23.90369841
1,2,0,0,0,0,18.53415003
9.88,12,1,1,0,0,65.9988802
9.85,10,1,0,0,0,69.31177542
0.97,4,0,1,1,1,18.43665786
1,4,0,1,0,1,15.43026645
10,12,1,1,0,1,67.81928196
0.99,3,0,0,1,1,23.47439472
10.01,11,1,1,0,0,69.42921953
9.77,9,1,0,0,1,70.11552175
9.94,10,1,1,0,0,68.52967485
1.02,4,0,0,1,1,22.47088201
10.36,12,1,1,0,0,70.33327898
10.39,8,1,0,0,1,78.25431002
9.97,14,1,1,0,1,65.98385346
9.94,10,1,1,0,0,67.82835953
1.09,1,0,1,0,0,18.07598677
1.04,4,0,1,0,0,14.21566815
10.14,12,1,1,0,0,68.58263982
9.94,7,1,1,0,0,70.58452704
1.05,3,0,1,0,0,14.95459739
9.86,12,1,1,1,0,68.71932052
1.07,5,0,1,0,0,12.42362469
10.23,11,1,1,0,0,70.97205983
9.91,7,1,1,0,0,70.54987971
10.11,8,1,0,0,0,74.44986084
10.59,13,1,0,0,0,75.31528842
0.93,3,0,1,0,0,15.25563433
1.01,3,0,0,1,0,22.77325318
9.98,9,1,1,0,0,70.04899602
9.93,14,1,1,0,1,64.92133538
0.98,3,0,1,0,0,14.86129563
1,1,0,1,0,1,18.28130967
0.98,3,0,1,0,1,15.86703645
1.05,4,0,1,1,0,17.03237971
9.86,6,1,1,0,0,72.30260447
9.93,11,1,1,1,1,72.29910113
10.2,8,1,1,0,0,73.07389688
9.95,12,1,1,1,0,69.40458872
0.97,3,0,1,0,0,14.43682303
9.81,10,1,1,0,0,66.29041456
10.08,9,1,1,0,1,71.69441873
1.08,5,0,1,0,1,14.57677361
9.88,15,1,0,1,0,87.41512263
9.81,11,1,0,0,0,68.01964263
10.08,11,1,0,0,0,71.69275151
0.94,2,0,1,0,0,15.86194591
10.01,10,1,0,0,0,70.34668747
1,3,0,1,0,0,15.6311174
10.18,9,1,1,0,0,71.96373753
9.94,14,1,1,0,0,64.57632296
9.88,11,1,0,0,0,69.12101184
9.63,11,1,1,1,0,66.51096113
10.1,11,1,1,0,0,69.27476412
9.54,12,1,1,0,0,61.95548299
0.99,5,0,1,0,0,12.49611088
9.94,8,1,1,0,0,70.49260315
10.15,8,1,1,0,0,73.58365189
10.37,12,1,1,0,0,70.89782552
9.69,9,1,1,1,0,69.40798369
1.02,3,0,1,0,0,14.99748389
9.84,10,1,1,0,1,68.03163154
0.91,2,0,1,0,1,17.91786045
0.95,4,0,1,0,0,15.5175849
9.95,12,1,1,0,1,67.59732679
10.47,10,1,0,0,0,75.24533794
0.87,4,0,1,0,1,15.33059468
10.15,7,1,0,0,0,76.09781427
1.01,5,0,0,0,0,15.82020763
0.94,3,0,1,0,1,16.15176633
1.07,3,0,0,0,0,17.19683162
9.92,11,1,1,0,1,67.64456557
9.84,12,1,1,0,0,64.90558146
0.9,3,0,1,0,0,14.77031109
10.24,8,1,1,0,0,73.62203892
9.28,11,1,0,0,0,62.83647623
9.66,9,1,0,1,1,91.31160465
1,3,0,1,0,0,15.28068472
10.52,9,1,0,1,1,102.6702848
9.51,13,1,1,0,0,60.68408831
9.89,14,1,1,0,0,63.69197969
9.92,11,1,1,0,0,67.49287525
10.05,12,1,0,0,1,69.90505286
9.92,9,1,1,0,0,67.87724614
10.04,6,1,1,0,1,74.55577659
10.13,10,1,1,0,0,69.91704724
10.13,11,1,1,1,0,72.7671318
10.05,12,1,0,0,1,71.6461157
1.03,3,0,1,0,0,14.59791397
1.01,4,0,0,0,0,16.86400839
10.29,9,1,1,0,1,74.6330286
10.05,11,1,1,0,0,68.81362263
9.96,10,1,1,0,1,69.84058591
9.94,14,1,1,0,0,64.54664485
10.22,16,1,0,0,1,67.60842292
9.67,7,1,1,0,1,69.29148464
0.95,2,0,1,0,1,17.75447537
10.1,12,1,1,0,1,69.01988792
1.04,4,0,1,0,1,15.40128154
10.13,9,1,1,0,0,71.81119329
1.01,1,0,1,0,0,18.31276292
10.1,9,1,1,0,1,72.79097199
1.02,3,0,1,0,0,15.91361988
10.06,14,1,1,0,1,66.5115012
10.09,9,1,1,0,1,72.61450019
9.95,14,1,1,0,1,64.78325978
10.06,10,1,1,0,1,70.5174284
10.04,10,1,1,0,0,69.39203872
9.84,12,1,1,0,0,65.3638336
9.89,11,1,1,0,0,66.83311648
10.27,10,1,1,0,1,72.69812412
10.31,11,1,1,1,1,74.66532127
10.13,7,1,1,0,0,73.9424055
1.01,6,0,1,0,0,12.34515506
10.08,7,1,1,0,0,72.58238498
1,2,0,1,1,0,19.24131713
10.16,12,1,0,0,1,71.72245033
10.16,13,1,0,0,1,69.85511596
1,2,0,0,1,1,24.55469738
1.08,2,0,0,0,1,21.1829876
0.98,3,0,0,0,0,17.4356493
0.99,2,0,1,0,0,16.14431098
10.2,11,1,1,0,0,70.46820342
9.97,6,1,1,0,0,72.58949781
9.66,9,1,1,0,0,65.9216886
9.6,11,1,1,0,0,62.95881949
9.8,16,1,1,0,0,61.20471228
9.88,9,1,1,0,0,69.42922798
1.04,2,0,1,0,1,16.75273951
0.99,2,0,0,0,0,18.62423098
9.67,11,1,1,0,0,64.73693252
0.95,2,0,0,0,0,18.56076328
10.02,11,1,1,0,1,67.82236826
9.79,9,1,1,0,0,67.22219188
10.13,11,1,1,0,0,69.03782596
10.17,12,1,1,0,0,69.86277082
10.04,10,1,1,0,1,70.45470406
10.05,9,1,0,0,0,72.2109088
0.92,5,0,0,0,1,16.36667198
10.01,9,1,0,0,0,71.98347363
0.94,4,0,1,0,0,14.24898962
0.94,3,0,1,0,0,15.90146237
9.82,12,1,1,1,0,67.56885076
10.28,10,1,1,0,0,72.03173651
9.96,8,1,1,0,0,70.04664726
1.1,3,0,0,0,0,17.24762099
9.89,8,1,1,0,0,70.0831076
10.09,10,1,1,0,0,70.16050266
9.87,5,1,1,0,1,73.85988349
9.94,9,1,1,0,0,70.26099886
1.07,4,0,1,0,0,13.94907645
1,3,0,1,0,0,15.47126859
10.17,7,1,1,0,0,72.82925924
1.08,3,0,1,0,0,16.20136887
10.01,11,1,1,0,1,69.26163375
9.77,9,1,1,0,0,67.33078976
1.07,6,0,1,1,0,15.82332223
9.68,11,1,1,0,0,65.25991205
10.21,14,1,0,0,1,70.90109015
0.99,4,0,1,1,0,17.55725846
10.11,7,1,1,0,0,73.65301522
0.98,3,0,1,0,1,17.62099275
10.02,10,1,0,1,0,94.38502286
9.77,9,1,1,0,1,68.03267192
10.23,12,1,1,0,0,69.5850896
9.93,12,1,1,1,0,69.8721765
0.98,3,0,1,0,1,16.995891
1.11,1,0,1,0,0,18.4192055
9.9,8,1,0,1,1,95.88341412
9.76,12,1,1,0,0,64.11912443
9.97,11,1,1,1,0,70.83843476
10.15,11,1,0,0,0,71.11448458
9.88,12,1,1,0,0,66.04909829
9.7,6,1,1,0,1,70.22035776
10.07,9,1,1,0,0,70.55406959
1.12,4,0,1,0,1,15.47558248
10.05,8,1,1,0,0,71.16361481
10.13,9,1,1,0,0,71.56178035
9.72,13,1,0,1,0,87.23246666
0.98,3,0,1,0,0,15.62743632
0.97,3,0,1,0,0,15.01370517
9.71,12,1,1,0,0,63.74718476
9.96,11,1,1,0,0,67.75613418
10.04,12,1,0,1,1,93.65670405
9.99,7,1,1,0,0,71.07691783
1.09,4,0,1,0,0,14.9812884
9.93,11,1,0,0,1,69.96207653
10.02,13,1,0,0,0,68.02214571
9.84,7,1,0,0,0,72.18697946
10.23,9,1,1,0,0,72.10621284
1.03,2,0,1,0,0,15.27952663
10.08,10,1,1,0,0,69.67790067
9.85,17,1,1,1,1,64.10020527
9.76,13,1,0,0,1,66.44922768
1.11,4,0,0,1,0,22.01296481
10.08,8,1,1,1,1,76.62784688
9.94,10,1,1,0,0,68.34024588
0.92,2,0,1,1,0,20.07133164
10.09,6,1,1,0,0,73.84823039
9.9,10,1,1,1,1,71.71048433
9.79,8,1,1,0,0,68.56349945
9.89,11,1,1,0,0,67.84399022
10.03,11,1,1,0,0,68.84574605
9.83,10,1,0,0,0,68.69585904
10,9,1,1,0,0,69.91001037
0.96,5,0,0,0,0,15.23516936
1.07,4,0,1,0,0,14.40224756
1.05,3,0,0,0,0,18.25531506
9.97,9,1,1,0,0,69.73430517
0.92,2,0,0,0,0,18.59232242
10.53,8,1,1,0,0,76.68013461
10.24,12,1,1,0,1,70.66187989
10.11,11,1,1,0,0,68.56093924
0.99,3,0,1,0,0,15.17303066
9.88,11,1,0,0,0,68.16208119
9.96,12,1,1,1,0,68.65724305
10.03,13,1,1,0,0,66.44942131
0.96,2,0,1,0,0,16.35985347
9.9,8,1,1,0,0,69.8541254
10.15,15,1,1,1,0,68.32374668
9.88,10,1,1,1,0,71.38422071
10.02,8,1,1,1,0,74.72884202
10.14,5,1,1,0,0,75.25033757
0.99,3,0,0,0,1,18.75780144
9.82,8,1,1,0,0,68.6942847
9.81,9,1,1,0,1,68.40252211
10.06,10,1,1,0,1,70.7944807
1.02,1,0,1,0,1,18.44047131
10.15,6,1,1,0,0,74.07642728
10.07,9,1,1,0,0,70.50865017
10.04,9,1,0,0,1,73.61872764
1.07,3,0,0,0,0,17.57656282
9.93,9,1,1,0,0,68.96184806
0.98,3,0,1,0,0,15.99821894
9.81,7,1,1,0,1,70.61073578
10.01,12,1,1,0,0,67.78048126
0.97,3,0,1,0,0,15.18967896
0.86,5,0,1,0,1,13.71455066
10.2,11,1,0,0,0,72.08737081
0.97,4,0,0,0,1,17.21412108
10.2,16,1,1,0,1,65.99257555
1.03,3,0,1,0,1,16.84772428
1.02,1,0,1,0,0,17.40628964
0.95,3,0,1,0,0,15.3067638
0.96,2,0,0,1,1,23.01421858
10.26,7,1,1,0,0,74.53240091
0.98,2,0,0,1,1,23.7444616
0.94,2,0,1,0,0,16.55214501
10.13,7,1,1,0,0,74.39808425
10.03,15,1,0,0,0,67.47955118
9.93,7,1,1,1,0,73.83121329
9.57,12,1,1,0,0,62.45416357
10.29,10,1,1,1,1,75.8475398
1.03,3,0,1,0,0,14.37621111
1,4,0,1,0,0,13.7964863
9.85,11,1,1,0,0,65.46250525
9.84,9,1,0,0,0,70.27276801
1.04,2,0,1,0,0,17.60593131
1.02,1,0,1,0,1,18.94738163
0.93,4,0,0,0,0,16.23777311
10.19,10,1,1,0,1,70.95437359
1.01,4,0,0,0,1,17.40853678
10.18,11,1,1,0,1,71.86157171
10.03,11,1,1,0,1,70.08132265
10.27,10,1,0,0,0,73.62387331
10.02,9,1,1,0,0,70.70763555
10.03,6,1,0,0,1,76.02578924
10.12,10,1,0,0,0,73.51382511
9.77,9,1,1,0,0,66.73197442
10.23,8,1,0,0,0,75.43901634
9.85,9,1,0,0,1,71.55744709
9.83,14,1,0,0,1,65.77209124
1,2,0,1,0,1,17.68515215
9.79,10,1,0,0,0,68.65926185
0.95,1,0,1,0,0,17.81120346
9.98,11,1,1,0,0,67.02247153
9.91,8,1,1,0,0,70.50975946
9.79,13,1,1,0,1,65.05556944
9.75,5,1,1,0,1,72.10155882
9.67,11,1,1,1,1,68.80485542
9.78,8,1,1,0,0,68.70988671
9.8,9,1,0,1,0,91.97927465
9.96,10,1,0,0,0,69.34505457
1.05,3,0,0,0,0,17.91572542
1.01,4,0,1,0,0,13.92154645
0.99,3,0,0,0,1,17.88412331
0.97,3,0,1,0,0,15.40973868
1.02,2,0,1,0,0,17.1672779
9.85,10,1,1,0,1,68.6298127
10.09,9,1,1,1,0,73.7939673
9.93,12,1,1,0,0,66.0770167
10,8,1,0,0,1,73.18903721
9.76,10,1,1,0,0,67.55521408
10.11,11,1,0,0,0,70.9909998
10.25,6,1,1,0,0,76.17278447
9.99,12,1,1,0,1,67.4418461
10.2,8,1,1,0,1,73.9521091
9.9,11,1,1,0,1,67.74723728
10.23,12,1,0,0,0,72.07096746
9.77,11,1,1,0,0,65.50155428
9.88,10,1,0,0,0,69.24242396
10,12,1,1,0,1,68.03215215
10.09,10,1,0,0,0,71.80818094
9.87,8,1,0,0,0,71.93102419
9.94,11,1,1,0,0,67.31825596
10.12,8,1,0,0,0,74.81154481
10.22,12,1,1,0,0,69.41926093
10.03,11,1,1,0,0,68.71026033
10.09,11,1,1,0,1,70.61136865
10.24,8,1,1,0,0,73.35856031
0.95,2,0,0,1,0,22.55539289
10.11,11,1,0,0,1,72.05722771
9.49,13,1,0,0,0,62.88172412
9.99,8,1,1,0,0,71.82093806
9.88,11,1,1,0,0,66.58655365
9.71,11,1,1,0,1,66.17024845
10.17,8,1,1,0,0,72.19000476
1.05,2,0,1,0,1,17.50306347
9.91,11,1,1,0,1,67.94591525
1,4,0,0,0,0,16.04102591
9.88,10,1,0,0,0,68.32654762
9.87,8,1,1,0,0,69.26259879
9.6,11,1,1,0,0,63.40913726
10.34,9,1,1,0,0,73.86972002
9.98,12,1,1,0,1,67.820791
10.17,10,1,1,0,1,71.45956584
0.99,3,0,1,0,0,15.55908371
10.42,10,1,0,0,1,76.90091588
10.04,9,1,1,0,1,71.51601096
1.09,4,0,1,0,0,14.96339783
9.99,9,1,1,0,1,71.11186858
9.96,9,1,0,0,0,71.51178406
9.86,11,1,1,0,0,66.64821408
1.04,5,0,1,0,0,13.55812129
1.08,3,0,1,0,0,15.16025698
10.17,12,1,1,0,0,68.58758923
1.08,3,0,1,0,0,15.54867596
9.6,10,1,0,0,1,67.39927261
0.97,4,0,1,0,0,14.55615989
9.89,7,1,1,0,0,70.99103669
1.01,3,0,1,1,0,18.49599263
9.6,11,1,0,0,0,65.16257269
9.95,10,1,1,0,0,68.92779354
1,2,0,1,0,1,18.04843045
